UserID,groupNum,senario,BallRatio,OtherColorBallRatio,groupsize,RelativeMajorityPercentage,RelativeMajority,jar,LotteryCardColor,signal,decision,TestDecision,GeneratedPassword
144,22,1,55,45,25,80,20,2,,,,,
145,22,1,55,45,25,80,20,2,,,,,
146,22,1,55,45,25,80,20,2,,,,,
147,22,1,55,45,25,80,20,2,,,,,
148,22,1,55,45,25,80,20,2,,,,,
149,22,1,55,45,25,80,20,2,,,,,
150,22,1,55,45,25,80,20,2,,,,,
151,23,1,85,15,25,50,13,1,,,,,
152,23,1,85,15,25,50,13,1,,,,,
153,23,1,85,15,25,50,13,1,,,,,
154,23,1,85,15,25,50,13,1,,,,,
155,23,1,85,15,25,50,13,1,,,,,
156,23,1,85,15,25,50,13,1,,,,,
157,23,1,85,15,25,50,13,1,,,,,
158,23,1,85,15,25,50,13,1,,,,,
159,23,1,85,15,25,50,13,1,,,,,
160,23,1,85,15,25,50,13,1,,,,,
161,23,1,85,15,25,50,13,1,,,,,
162,23,1,85,15,25,50,13,1,,,,,
163,23,1,85,15,25,50,13,1,,,,,
164,23,1,85,15,25,50,13,1,,,,,
165,23,1,85,15,25,50,13,1,,,,,
166,23,1,85,15,25,50,13,1,,,,,
167,23,1,85,15,25,50,13,1,,,,,
168,23,1,85,15,25,50,13,1,,,,,
169,23,1,85,15,25,50,13,1,,,,,
170,23,1,85,15,25,50,13,1,,,,,
171,23,1,85,15,25,50,13,1,,,,,
172,23,1,85,15,25,50,13,1,,,,,
173,23,1,85,15,25,50,13,1,,,,,
174,23,1,85,15,25,50,13,1,,,,,
175,23,1,85,15,25,50,13,1,,,,,
176,24,1,85,15,25,80,20,2,,,,,
177,24,1,85,15,25,80,20,2,,,,,
178,24,1,85,15,25,80,20,2,,,,,
179,24,1,85,15,25,80,20,2,,,,,
180,24,1,85,15,25,80,20,2,,,,,
181,24,1,85,15,25,80,20,2,,,,,
182,24,1,85,15,25,80,20,2,,,,,
183,24,1,85,15,25,80,20,2,,,,,
184,24,1,85,15,25,80,20,2,,,,,
185,24,1,85,15,25,80,20,2,,,,,
186,24,1,85,15,25,80,20,2,,,,,
187,24,1,85,15,25,80,20,2,,,,,
188,24,1,85,15,25,80,20,2,,,,,
189,24,1,85,15,25,80,20,2,,,,,
190,24,1,85,15,25,80,20,2,,,,,
191,24,1,85,15,25,80,20,2,,,,,
192,24,1,85,15,25,80,20,2,,,,,
193,24,1,85,15,25,80,20,2,,,,,
194,24,1,85,15,25,80,20,2,,,,,
195,24,1,85,15,25,80,20,2,,,,,
196,24,1,85,15,25,80,20,2,,,,,
197,24,1,85,15,25,80,20,2,,,,,
198,24,1,85,15,25,80,20,2,,,,,
199,24,1,85,15,25,80,20,2,,,,,
200,24,1,85,15,25,80,20,2,,,,,
201,44,2,55,45,5,50,3,2,Red,,,,
202,44,2,55,45,5,50,3,2,Red,,,,
203,44,2,55,45,5,50,3,2,Red,,,,
204,44,2,55,45,5,50,3,2,Red,,,,
205,44,2,55,45,5,50,3,2,Red,,,,
206,25,2,55,45,5,50,3,2,Red,,,,
207,25,2,55,45,5,50,3,2,Red,,,,
208,25,2,55,45,5,50,3,2,Red,,,,
209,25,2,55,45,5,50,3,2,Red,,,,
210,25,2,55,45,5,50,3,2,Red,,,,
211,26,2,55,45,5,50,3,2,Red,,,,
212,26,2,55,45,5,50,3,2,Red,,,,
213,26,2,55,45,5,50,3,2,Red,,,,
214,26,2,55,45,5,50,3,2,Red,,,,
215,26,2,55,45,5,50,3,2,Red,,,,
216,27,2,55,45,5,50,3,2,Red,,,,
217,27,2,55,45,5,50,3,2,Red,,,,
218,27,2,55,45,5,50,3,2,Red,,,,
219,27,2,55,45,5,50,3,2,Red,,,,
220,27,2,55,45,5,50,3,2,Red,,,,
221,28,2,55,45,5,50,3,1,Red,,,,
222,28,2,55,45,5,50,3,1,Red,,,,
223,28,2,55,45,5,50,3,1,Red,,,,
224,28,2,55,45,5,50,3,1,Red,,,,
225,28,2,55,45,5,50,3,1,Red,,,,
226,29,2,55,45,5,80,4,1,Red,,,,
227,29,2,55,45,5,80,4,1,Red,,,,
228,29,2,55,45,5,80,4,1,Red,,,,
229,29,2,55,45,5,80,4,1,Red,,,,
230,29,2,55,45,5,80,4,1,Red,,,,
231,30,2,55,45,5,80,4,1,Red,,,,
232,30,2,55,45,5,80,4,1,Red,,,,
233,30,2,55,45,5,80,4,1,Red,,,,
234,30,2,55,45,5,80,4,1,Red,,,,
235,30,2,55,45,5,80,4,1,Red,,,,
236,31,2,55,45,5,80,4,1,Red,,,,
237,31,2,55,45,5,80,4,1,Red,,,,
238,31,2,55,45,5,80,4,1,Red,,,,
239,31,2,55,45,5,80,4,1,Red,,,,
240,31,2,55,45,5,80,4,1,Red,,,,
241,32,2,55,45,5,80,4,2,Red,,,,
242,32,2,55,45,5,80,4,2,Red,,,,
243,32,2,55,45,5,80,4,2,Red,,,,
244,32,2,55,45,5,80,4,2,Red,,,,
245,32,2,55,45,5,80,4,2,Red,,,,
246,33,2,55,45,5,80,4,2,Red,,,,
247,33,2,55,45,5,80,4,2,Red,,,,
248,33,2,55,45,5,80,4,2,Red,,,,
249,33,2,55,45,5,80,4,2,Red,,,,
250,33,2,55,45,5,80,4,2,Red,,,,
251,34,2,85,15,5,50,3,1,Red,,,,
252,34,2,85,15,5,50,3,1,Red,,,,
253,34,2,85,15,5,50,3,1,Red,,,,
254,34,2,85,15,5,50,3,1,Red,,,,
255,34,2,85,15,5,50,3,1,Red,,,,
256,35,2,85,15,5,50,3,2,Red,,,,
257,35,2,85,15,5,50,3,2,Red,,,,
258,35,2,85,15,5,50,3,2,Red,,,,
259,35,2,85,15,5,50,3,2,Red,,,,
260,35,2,85,15,5,50,3,2,Red,,,,
261,36,2,85,15,5,50,3,1,Red,,,,
262,36,2,85,15,5,50,3,1,Red,,,,
263,36,2,85,15,5,50,3,1,Red,,,,
264,36,2,85,15,5,50,3,1,Red,,,,
265,36,2,85,15,5,50,3,1,Red,,,,
266,37,2,85,15,5,50,3,2,Red,,,,
267,37,2,85,15,5,50,3,2,Red,,,,
268,37,2,85,15,5,50,3,2,Red,,,,
269,37,2,85,15,5,50,3,2,Red,,,,
270,37,2,85,15,5,50,3,2,Red,,,,
271,38,2,85,15,5,50,3,2,Red,,,,
272,38,2,85,15,5,50,3,2,Red,,,,
273,38,2,85,15,5,50,3,2,Red,,,,
274,38,2,85,15,5,50,3,2,Red,,,,
275,38,2,85,15,5,50,3,2,Red,,,,
276,39,2,85,15,5,80,4,1,Red,,,,
277,39,2,85,15,5,80,4,1,Red,,,,
278,39,2,85,15,5,80,4,1,Red,,,,
279,39,2,85,15,5,80,4,1,Red,,,,
280,39,2,85,15,5,80,4,1,Red,,,,
281,40,2,85,15,5,80,4,1,Red,,,,
282,40,2,85,15,5,80,4,1,Red,,,,
283,40,2,85,15,5,80,4,1,Red,,,,
284,40,2,85,15,5,80,4,1,Red,,,,
285,40,2,85,15,5,80,4,1,Red,,,,
286,41,2,85,15,5,80,4,1,Red,,,,
287,41,2,85,15,5,80,4,1,Red,,,,
288,41,2,85,15,5,80,4,1,Red,,,,
289,41,2,85,15,5,80,4,1,Red,,,,
290,41,2,85,15,5,80,4,1,Red,,,,
291,42,2,85,15,5,80,4,2,Red,,,,
292,42,2,85,15,5,80,4,2,Red,,,,
293,42,2,85,15,5,80,4,2,Red,,,,
294,42,2,85,15,5,80,4,2,Red,,,,
295,42,2,85,15,5,80,4,2,Red,,,,
296,43,2,85,15,5,80,4,1,Red,,,,
297,43,2,85,15,5,80,4,1,Red,,,,
298,43,2,85,15,5,80,4,1,Red,,,,
299,43,2,85,15,5,80,4,1,Red,,,,
300,43,2,85,15,5,80,4,1,Red,,,,
301,48,2,55,45,25,50,13,2,Blue,,,,
302,48,2,55,45,25,50,13,2,Blue,,,,
303,48,2,55,45,25,50,13,2,Blue,,,,
304,48,2,55,45,25,50,13,2,Blue,,,,
305,48,2,55,45,25,50,13,2,Blue,,,,
306,48,2,55,45,25,50,13,2,Blue,,,,
307,48,2,55,45,25,50,13,2,Blue,,,,
308,48,2,55,45,25,50,13,2,Blue,,,,
309,48,2,55,45,25,50,13,2,Blue,,,,
310,48,2,55,45,25,50,13,2,Blue,,,,
311,48,2,55,45,25,50,13,2,Blue,,,,
312,48,2,55,45,25,50,13,2,Blue,,,,
313,48,2,55,45,25,50,13,2,Blue,,,,
314,48,2,55,45,25,50,13,2,Blue,,,,
315,48,2,55,45,25,50,13,2,Blue,,,,
316,48,2,55,45,25,50,13,2,Blue,,,,
317,48,2,55,45,25,50,13,2,Blue,,,,
318,48,2,55,45,25,50,13,2,Blue,,,,
319,48,2,55,45,25,50,13,2,Blue,,,,
320,48,2,55,45,25,50,13,2,Blue,,,,
321,48,2,55,45,25,50,13,2,Blue,,,,
322,48,2,55,45,25,50,13,2,Blue,,,,
323,48,2,55,45,25,50,13,2,Blue,,,,
324,48,2,55,45,25,50,13,2,Blue,,,,
325,48,2,55,45,25,50,13,2,Blue,,,,
326,45,2,55,45,25,80,20,1,Blue,,,,
327,45,2,55,45,25,80,20,1,Blue,,,,
328,45,2,55,45,25,80,20,1,Blue,,,,
329,45,2,55,45,25,80,20,1,Blue,,,,
330,45,2,55,45,25,80,20,1,Blue,,,,
331,45,2,55,45,25,80,20,1,Blue,,,,
332,45,2,55,45,25,80,20,1,Blue,,,,
333,45,2,55,45,25,80,20,1,Blue,,,,
334,45,2,55,45,25,80,20,1,Blue,,,,
335,45,2,55,45,25,80,20,1,Blue,,,,
336,45,2,55,45,25,80,20,1,Blue,,,,
337,45,2,55,45,25,80,20,1,Blue,,,,
338,45,2,55,45,25,80,20,1,Blue,,,,
339,45,2,55,45,25,80,20,1,Blue,,,,
340,45,2,55,45,25,80,20,1,Blue,,,,
341,45,2,55,45,25,80,20,1,Blue,,,,
342,45,2,55,45,25,80,20,1,Blue,,,,
343,45,2,55,45,25,80,20,1,Blue,,,,
344,45,2,55,45,25,80,20,1,Blue,,,,
345,45,2,55,45,25,80,20,1,Blue,,,,
346,45,2,55,45,25,80,20,1,Blue,,,,
347,45,2,55,45,25,80,20,1,Blue,,,,
348,45,2,55,45,25,80,20,1,Blue,,,,
349,45,2,55,45,25,80,20,1,Blue,,,,
350,45,2,55,45,25,80,20,1,Blue,,,,
351,46,2,85,15,25,50,13,2,Blue,,,,
352,46,2,85,15,25,50,13,2,Blue,,,,
353,46,2,85,15,25,50,13,2,Blue,,,,
354,46,2,85,15,25,50,13,2,Blue,,,,
355,46,2,85,15,25,50,13,2,Blue,,,,
356,46,2,85,15,25,50,13,2,Blue,,,,
357,46,2,85,15,25,50,13,2,Blue,,,,
358,46,2,85,15,25,50,13,2,Blue,,,,
359,46,2,85,15,25,50,13,2,Blue,,,,
360,46,2,85,15,25,50,13,2,Blue,,,,
361,46,2,85,15,25,50,13,2,Blue,,,,
362,46,2,85,15,25,50,13,2,Blue,,,,
363,46,2,85,15,25,50,13,2,Blue,,,,
364,46,2,85,15,25,50,13,2,Blue,,,,
365,46,2,85,15,25,50,13,2,Blue,,,,
366,46,2,85,15,25,50,13,2,Blue,,,,
367,46,2,85,15,25,50,13,2,Blue,,,,
368,46,2,85,15,25,50,13,2,Blue,,,,
369,46,2,85,15,25,50,13,2,Blue,,,,
370,46,2,85,15,25,50,13,2,Blue,,,,
371,46,2,85,15,25,50,13,2,Blue,,,,
372,46,2,85,15,25,50,13,2,Blue,,,,
373,46,2,85,15,25,50,13,2,Blue,,,,
374,46,2,85,15,25,50,13,2,Blue,,,,
375,46,2,85,15,25,50,13,2,Blue,,,,
376,47,2,85,15,25,80,20,1,Blue,,,,
377,47,2,85,15,25,80,20,1,Blue,,,,
378,47,2,85,15,25,80,20,1,Blue,,,,
379,47,2,85,15,25,80,20,1,Blue,,,,
380,47,2,85,15,25,80,20,1,Blue,,,,
381,47,2,85,15,25,80,20,1,Blue,,,,
382,47,2,85,15,25,80,20,1,Blue,,,,
383,47,2,85,15,25,80,20,1,Blue,,,,
384,47,2,85,15,25,80,20,1,Blue,,,,
385,47,2,85,15,25,80,20,1,Blue,,,,
386,47,2,85,15,25,80,20,1,Blue,,,,
387,47,2,85,15,25,80,20,1,Blue,,,,
388,47,2,85,15,25,80,20,1,Blue,,,,
389,47,2,85,15,25,80,20,1,Blue,,,,
390,47,2,85,15,25,80,20,1,Blue,,,,
391,47,2,85,15,25,80,20,1,Blue,,,,
392,47,2,85,15,25,80,20,1,Blue,,,,
393,47,2,85,15,25,80,20,1,Blue,,,,
394,47,2,85,15,25,80,20,1,Blue,,,,
395,47,2,85,15,25,80,20,1,Blue,,,,
396,47,2,85,15,25,80,20,1,Blue,,,,
397,47,2,85,15,25,80,20,1,Blue,,,,
398,47,2,85,15,25,80,20,1,Blue,,,,
399,47,2,85,15,25,80,20,1,Blue,,,,
400,47,2,85,15,25,80,20,1,Blue,,,,
